date,transactions,median_transaction_value,av_transaction_value,market_cap,top_100_percent,active_addresses,tweets
06/04/2016,4994,73.626,2282,146309202,48.979,19380,265
07/04/2016,5822,61.842,2173,146022183,48.944,13018,237
08/04/2016,5313,66.699,1758,145617603,48.996,10549,199
09/04/2016,6030,24.611,2312,145783727,49.094,22326,236
10/04/2016,4689,44.342,2199,145683147,48.894,9389,332
11/04/2016,5222,33.699,1375,145867122,48.896,20006,234
12/04/2016,4048,81.219,2187,147164967,49.026,18786,223
13/04/2016,3839,68.24,1867,146874704,48.931,8354,162
14/04/2016,3898,62.779,1971,146649381,49.036,14669,188
15/04/2016,4388,84.492,2876,147626117,49.18,15309,233
16/04/2016,3526,127.519,1805,148508790,49.155,12818,211
17/04/2016,4252,24.04,1436,148011063,49.164,18252,241
18/04/2016,4444,53.079,1832,147475113,49.177,16667,281
19/04/2016,4357,81.156,1930,147344694,49.257,13034,213
20/04/2016,4245,171.749,3449,148552732,49.351,14410,248
21/04/2016,4605,107.656,2932,150201508,49.367,15292,220
22/04/2016,3976,273.101,2762,151057784,49.228,10694,244
23/04/2016,4755,16.164,1633,150817377,49.336,23877,179
24/04/2016,6336,105.257,7402,158157663,49.63,19784,392
25/04/2016,6860,319.421,9584,167680235,49.609,21049,365
26/04/2016,6469,263.56,12782,178184159,50.043,12688,331
27/04/2016,6955,233.148,8157,184175627,50.249,13500,457
28/04/2016,5731,379.542,15250,172774190,51.198,14299,355
29/04/2016,5654,341.308,5019,172772908,51.055,12324,298
30/04/2016,5063,337.484,4174,170888779,51.148,11945,232
01/05/2016,5894,92.657,3407,168120096,51.595,20253,262
02/05/2016,5691,332.792,3397,168617591,51.727,11068,324
03/05/2016,5337,298.807,4197,169371935,51.897,12903,1979
04/05/2016,5891,168.001,2538,170832870,51.87,10451,574
05/05/2016,6905,156.401,3200,169849996,51.927,20392,276
06/05/2016,6238,320.754,3375,170915327,51.821,11477,283
07/05/2016,5743,403.365,5184,178927995,51.932,16867,308
08/05/2016,5261,374.156,2509,179409341,51.879,9559,265
09/05/2016,6434,417.234,5312,181602124,52.164,18829,323
10/05/2016,6837,401.22,4855,181235794,51.512,14950,284
11/05/2016,6763,348.515,4503,176892776,51.521,17906,226
12/05/2016,7054,345.055,4490,175376952,51.472,15999,270
13/05/2016,7199,198.725,3804,178112556,51.543,16845,268
14/05/2016,6309,167.593,5363,182676234,51.762,18388,278
15/05/2016,6220,338.933,4321,184316234,51.702,12294,294
16/05/2016,7454,264.793,5034,186434304,51.643,20177,332
17/05/2016,6990,359.547,6855,183069621,51.818,11994,253
18/05/2016,6630,298.222,3893,183378176,52.191,20367,297
19/05/2016,6676,329.998,4295,181148430,52.418,21157,278
20/05/2016,5574,319.734,4720,177865481,52.414,13854,348
21/05/2016,5864,160.63,3611,180081451,52.385,20351,254
22/05/2016,5786,283.696,3851,181162938,52.495,12099,281
23/05/2016,6259,155.333,3496,181022910,52.417,22162,375
24/05/2016,5427,344.265,3679,181682884,52.767,14506,221
25/05/2016,6225,416.398,4744,183863541,52.092,13608,286
26/05/2016,5851,366.011,6374,186318701,52.308,10096,261
27/05/2016,8993,369.611,13430,201770382,52.85,21919,543
28/05/2016,8104,411.07,9468,207682498,52.689,23578,329
29/05/2016,6509,474.328,7406,208709706,53.347,12698,330
30/05/2016,6834,230.291,10490,209607482,53.552,14480,313
31/05/2016,8108,140.932,10404,212438702,54.479,16904,395
01/06/2016,7149,138.143,6735,215303987,54.471,14161,398
02/06/2016,7029,152.621,3414,216371206,54.284,19398,329
03/06/2016,9525,49.261,2752,219561951,54.194,19384,295
04/06/2016,4141,102.91,5615,222126956,54.523,15074,306
05/06/2016,3515,163.006,8345,221133709,54.189,10772,254
06/06/2016,4314,130.87,6651,226391474,54.319,16009,318
07/06/2016,4230,281.545,8051,223667628,54.12,15611,331
08/06/2016,3891,169.379,9622,216813070,53.914,8880,300
09/06/2016,3669,117.947,9366,217692561,53.547,11544,272
10/06/2016,3734,196.562,8715,219905404,53.754,14378,342
11/06/2016,3681,275.649,8757,225362823,53.657,14741,264
12/06/2016,5175,655.264,14031,241947303,53.86,12134,381
13/06/2016,5440,250.504,10305,245447318,52.761,17401,395
14/06/2016,5090,412.672,11072,239667573,53.333,14078,382
15/06/2016,5141,122.207,10297,238963738,53.15,15784,279
16/06/2016,6314,467.914,10635,248501527,52.099,12287,376
17/06/2016,6585,354.894,20624,256902810,52.806,15997,500
18/06/2016,4332,223.654,12270,256269707,53.128,12173,348
19/06/2016,3894,339.23,6120,256040919,53.071,11471,324
20/06/2016,4840,169.784,7084,251353018,53.311,14157,374
21/06/2016,5269,331.042,8919,226634550,53.248,13315,382
22/06/2016,5582,573.527,10369,212400303,52.916,11835,378
23/06/2016,6734,653.572,12660,173111818,52.285,12004,458
24/06/2016,5294,504.666,12052,193778761,51.38,13118,405
25/06/2016,4501,400.386,8823,197299528,52.069,14246,337
26/06/2016,4004,415.858,10077,191197767,52.043,11489,445
27/06/2016,4196,206.574,8667,190025073,52.392,12988,433
28/06/2016,4274,178.286,9547,191571584,51.807,18044,473
29/06/2016,4812,95.886,6035,187812750,51.536,9449,316
30/06/2016,4471,104.102,6270,190534500,51.442,16836,371
01/07/2016,4251,207.549,9493,196872459,51.554,15867,334
02/07/2016,3953,433.931,10937,203771693,51.734,11908,354
03/07/2016,3505,543.242,21114,203269401,51.496,11451,415
04/07/2016,3950,584.491,13123,203678667,52.245,12870,415
05/07/2016,3835,306.517,13438,205452351,52.401,13100,422
06/07/2016,3922,250.695,11562,206684859,52.544,9951,385
07/07/2016,4225,599.527,12969,194498396,52.395,10735,442
08/07/2016,3783,330.364,11143,192301133,52.32,8981,368
09/07/2016,3641,340.639,11881,192007343,52.354,13510,367
10/07/2016,3371,246.109,14862,191532785,51.806,10747,319
11/07/2016,3706,198.086,8991,191048020,51.874,11527,361
12/07/2016,3911,319.739,11222,192632715,51.94,12837,356
13/07/2016,3234,143.832,9299,193456307,51.818,8911,295
14/07/2016,3371,223.601,11161,193239495,52.05,11279,303
15/07/2016,4922,36.388,5117,193168905,52.095,11891,299
16/07/2016,4057,45.879,6064,192981616,52.255,12153,225
17/07/2016,3307,163.116,9840,194058911,52.279,8403,308
18/07/2016,3423,176.358,8033,194723189,52.079,9598,388
19/07/2016,3363,206.788,10709,193237682,52.48,6448,386
20/07/2016,3719,140.496,9250,193155974,52.249,9605,377
21/07/2016,3845,90.383,7729,192713313,52.596,10870,398
22/07/2016,3671,264.195,9748,191288914,52.84,9352,388
23/07/2016,2945,192.422,8418,189300934,52.801,7745,288
24/07/2016,3428,410.353,12597,189493648,52.102,14891,335
25/07/2016,3580,231.813,10283,189024819,51.606,8977,332
26/07/2016,4717,99.576,13285,186589753,52.022,10124,350
27/07/2016,3568,326.572,12839,185374751,52.043,6759,329
28/07/2016,3074,213.819,9550,185801748,52.287,10345,315
29/07/2016,3235,352.685,10170,188060484,52.321,3033,309
30/07/2016,3177,203.495,9686,190794948,52.016,11235,274
31/07/2016,3235,375.785,10230,186733052,52.053,9652,307
01/08/2016,4122,527.965,11568,184117518,51.589,9996,560
02/08/2016,5055,502.387,12692,175612544,51.063,15240,525
03/08/2016,4813,179.058,16189,171886650,51.461,12034,455
04/08/2016,3854,298.671,13811,175730410,51.838,10781,447
05/08/2016,3456,220.954,10294,175024810,51.673,11037,334
06/08/2016,3391,130.699,7621,175586049,51.342,8786,331
07/08/2016,3645,371.092,11362,177143445,50.979,12315,700
08/08/2016,3476,90.382,4803,177403900,51.027,18890,387
09/08/2016,2861,92.519,7160,176614795,50.969,13311,458
10/08/2016,2879,134.973,12797,176627184,50.723,8408,394
11/08/2016,3413,108.708,15275,175827846,50.241,14473,443
12/08/2016,3506,153.794,6537,175422145,50.446,9416,356
13/08/2016,3295,141.315,8821,175152850,50.027,8729,387
14/08/2016,2820,92.375,5088,173064586,50.17,16559,344
15/08/2016,3273,114.037,7622,170437590,49.439,11588,375
16/08/2016,3414,89.668,7097,169667567,49.281,14047,403
17/08/2016,3289,122.696,7754,170371675,48.91,13003,408
18/08/2016,3214,56.308,4932,170457605,48.95,7095,374
19/08/2016,3186,78.506,4122,170175724,48.845,8120,354
20/08/2016,2725,71.196,5023,170182069,48.807,13292,297
21/08/2016,2764,82.549,5351,170184722,48.775,16137,287
22/08/2016,3642,90.407,5079,170872238,48.886,13073,343
23/08/2016,5717,418.19,10298,180268371,47.646,11426,735
24/08/2016,4376,180.827,8176,184242522,48.234,10690,566
25/08/2016,3721,357.818,9175,180400554,48.644,8728,385
26/08/2016,3325,180.459,7480,180596588,48.904,6920,326
27/08/2016,3294,108.476,5537,178939700,48.751,13456,306
28/08/2016,3104,112.465,6590,177323765,48.843,8871,516
29/08/2016,3451,236.436,6012,178304358,48.834,9961,373
30/08/2016,3559,164.087,6133,179184128,48.939,11891,372
31/08/2016,3581,262.497,6341,179328313,48.823,8923,385
01/09/2016,3356,382.537,7106,181084578,48.931,7345,407
02/09/2016,3594,99.33,6038,180745353,49.128,9094,351
03/09/2016,3229,191.538,5576,181585800,49.341,9454,364
04/09/2016,3365,368.679,8850,187187187,49.534,9851,423
05/09/2016,3441,96.009,6184,187734177,49.579,10552,290
06/09/2016,3559,111.715,7907,186929671,49.634,10116,614
07/09/2016,3248,135.426,4486,187193666,49.641,8427,358
08/09/2016,3421,118.348,4686,189114046,49.477,9035,621
09/09/2016,3001,99.342,4253,188558022,49.53,7345,319
10/09/2016,2538,102.572,3614,188805151,49.559,7950,345
11/09/2016,2809,171.293,4825,187759898,49.434,11269,298
12/09/2016,3433,130.148,5118,181895023,49.739,10424,306
13/09/2016,2973,96.04,5633,181967267,49.916,10200,335
14/09/2016,2922,110.315,4380,182509254,49.711,8272,265
15/09/2016,2561,87.384,3854,182285757,49.778,8718,272
16/09/2016,3295,60.134,2962,181851715,49.739,7104,262
17/09/2016,2439,126.06,3100,181731999,49.738,10802,272
18/09/2016,2431,96.453,3497,181890266,49.579,7326,181
19/09/2016,3229,76.84,3087,182704273,49.585,11254,176
20/09/2016,2919,74.384,2048,182152093,49.569,9959,206
21/09/2016,4015,47.301,3406,179812192,49.721,9474,328
22/09/2016,3033,52.379,2969,179932788,49.63,8020,405
23/09/2016,2511,93.773,3168,180773344,49.643,8139,350
24/09/2016,2363,65.228,2428,182336416,49.465,7840,320
25/09/2016,2983,47.044,3466,181959411,49.765,8913,241
26/09/2016,3002,75.452,3690,183075274,49.675,10062,417
27/09/2016,2934,128.833,4300,184025621,49.851,8060,399
28/09/2016,2775,101.776,2965,183467521,49.918,8609,345
29/09/2016,3128,76.725,2203,183381017,50.053,10551,319
30/09/2016,3068,87.255,3202,182760865,50.06,9465,310
01/10/2016,2923,80.476,3114,183327448,50.215,9251,275
02/10/2016,2457,74.504,3197,183145050,50.162,7651,257
03/10/2016,2463,76.237,3345,183158928,50.292,8954,249
04/10/2016,3028,45.849,3126,182778931,50.106,8573,288
05/10/2016,3075,104.467,3214,183115270,50.395,7700,433
06/10/2016,4228,47.899,1925,182760283,50.315,9599,293
07/10/2016,3804,53.084,2224,183410204,50.482,8756,290
08/10/2016,2875,74.443,3804,183778666,50.58,7121,252
09/10/2016,2974,105.582,6843,182728969,50.434,7989,498
10/10/2016,3447,91.918,4062,181637427,50.618,9490,292
11/10/2016,3397,208.905,5685,182782994,50.746,8105,342
12/10/2016,3385,88.151,3817,182374802,50.468,9867,810
13/10/2016,3463,118.133,4392,185770142,50.406,6748,295
14/10/2016,3382,113.229,4915,186073009,50.456,11535,270
15/10/2016,3049,58.992,4436,186258335,50.448,8146,268
16/10/2016,3052,76.326,6447,186201989,50.523,6589,274
17/10/2016,4214,42.991,2753,185187621,50.628,10101,254
18/10/2016,3639,36.565,3132,184422608,50.691,8237,267
19/10/2016,5045,38.539,2178,183309032,50.714,8850,289
20/10/2016,4004,40.839,2757,182292531,50.839,7680,253
21/10/2016,3527,85.425,3872,182477787,50.928,7180,246
22/10/2016,3127,149.085,7234,184778782,50.889,8121,204
23/10/2016,3086,185.078,6421,186262591,50.929,11228,256
24/10/2016,4026,74.218,3685,186003360,51.155,11009,209
25/10/2016,4866,65.55,2828,186444392,51.132,9041,245
26/10/2016,4582,76.015,3806,188111956,51.179,7280,260
27/10/2016,4864,74.979,3187,192220461,51.351,8898,285
28/10/2016,4324,87.452,4334,190939309,51.203,10026,249
29/10/2016,4212,265.49,8451,193747716,51.22,8396,284
30/10/2016,3670,94.707,4439,194106483,51.356,8282,339
31/10/2016,4280,76.675,3577,192308185,51.601,11108,317
01/11/2016,4427,154.235,5153,195014291,51.641,9817,338
02/11/2016,3682,154.806,4357,196469761,51.639,7017,379
03/11/2016,4396,404.34,7824,194453443,51.634,8658,449
04/11/2016,3739,118.405,4053,187021770,51.486,8078,343
05/11/2016,3405,97.125,3965,187627367,51.403,7602,267
06/11/2016,3463,76.671,3493,188262199,51.445,19219,2216
07/11/2016,3703,109.681,3692,186642286,51.35,10175,279
08/11/2016,3644,69.595,2255,185819587,51.322,8947,320
09/11/2016,3654,99.186,3596,187447936,51.282,9127,323
10/11/2016,2975,120.451,4956,184584474,51.352,9825,323
11/11/2016,3174,74.841,2342,184385761,51.318,6961,261
12/11/2016,3181,95.947,4030,182616594,51.239,10000,297
13/11/2016,3815,224.954,6947,182100895,51.225,7749,324
14/11/2016,3395,133.898,4489,187340540,51.108,10378,538
15/11/2016,3823,158.752,5308,188486022,51.325,9375,372
16/11/2016,3801,293.543,6798,189435712,51.359,8428,334
17/11/2016,3520,231.518,6907,189502706,51.77,9056,320
18/11/2016,3209,167.762,5043,189117912,51.855,7636,304
19/11/2016,2893,106.28,4648,190071428,52.001,9057,250
20/11/2016,3417,123.376,5178,189688846,51.815,9820,294
21/11/2016,3465,55.864,5429,189863876,51.843,9508,327
22/11/2016,3592,195.845,7024,189978555,52.06,7612,398
23/11/2016,3009,233.514,5687,188984754,50.911,7506,313
24/11/2016,3161,194.866,5518,188884422,50.945,7738,233
25/11/2016,2686,86.988,5350,188515161,50.969,7051,209
26/11/2016,2797,141.22,5603,188316159,50.997,6965,179
27/11/2016,3057,71.074,4223,187750469,50.992,9811,189
28/11/2016,2998,104.687,4372,187904093,50.9,9548,244
29/11/2016,3296,131.247,4321,187100256,51.03,8491,369
30/11/2016,3402,113.218,4516,187652235,51.032,8623,437
01/12/2016,3334,87.296,3745,188510150,50.986,8085,366
02/12/2016,3334,141.058,4381,189890496,51.07,8238,212
03/12/2016,3069,92.026,4952,189545452,51.104,10414,237
04/12/2016,3029,66.376,3600,189266674,51.169,10838,215
05/12/2016,5061,830.872,8838,174467541,51.049,10584,240
06/12/2016,3980,349.694,5716,170479379,51.065,8457,198
07/12/2016,3530,128.69,3402,174073351,50.839,8755,208
08/12/2016,3921,105.82,3979,179761595,50.929,8580,216
09/12/2016,3012,90.601,4679,179755556,50.877,6913,192
10/12/2016,2667,110.09,6036,179075419,50.995,12645,232
11/12/2016,2687,109.497,4362,177725609,51.021,11757,192
12/12/2016,2757,74.363,3607,178366826,51.098,7259,213
13/12/2016,2304,109.044,3490,177757360,51.137,7414,229
14/12/2016,2530,75.579,4077,176957287,51.137,7898,248
15/12/2016,2778,102.12,5274,177332090,51.128,6963,216
16/12/2016,2853,131.008,4064,177460710,51.187,8677,200
17/12/2016,2756,250.905,5544,178103968,51.279,7361,213
18/12/2016,2779,205.304,7056,179810321,51.509,8591,318
19/12/2016,2974,135.056,5538,178762785,51.32,7190,278
20/12/2016,3723,135.55,6241,178139322,51.296,7907,307
21/12/2016,3408,210.893,4235,178606646,51.365,7817,641
22/12/2016,3437,195.931,7425,179885898,51.193,8573,361
23/12/2016,4679,537.023,10656,190840601,51.247,10523,535
24/12/2016,4730,449.328,11824,219792568,51.496,16945,585
25/12/2016,3578,683.054,11042,206714490,51.593,7790,301
26/12/2016,3248,372.445,11851,208019628,51.589,8333,846
27/12/2016,3258,186.486,6951,210109530,51.799,9261,872
28/12/2016,3804,444.341,11214,217995540,51.729,8389,508
29/12/2016,3316,278.355,7216,220979512,51.481,7939,365
30/12/2016,3415,256.647,15058,215429406,52.24,8638,280
31/12/2016,2646,189.519,9457,211564288,52.848,7580,224
01/01/2017,2747,166.8,7589,215635324,52.513,8215,296
02/01/2017,4112,242.274,11349,223072632,51.479,10889,220
03/01/2017,3604,290.363,7873,222428905,50.412,9296,285
04/01/2017,5059,874.327,12360,225446531,49.544,13715,304
05/01/2017,4727,765.915,16527,216627977,49.913,11640,774
06/01/2017,4169,503.008,9557,197316777,49.342,10310,516
07/01/2017,4112,227.49,6817,187129078,48.839,18713,263
08/01/2017,3274,180.988,6844,193901452,48.941,8928,249
09/01/2017,3536,264.669,8692,196728255,48.719,9852,307
10/01/2017,4613,786.559,24328,218756648,48.972,12551,328
11/01/2017,4758,829.98,12341,205034569,48.729,12888,247
12/01/2017,3734,233.16,8687,192900604,48.735,10084,223
13/01/2017,3971,101.327,5764,193904212,48.155,9001,203
14/01/2017,3075,102.913,5879,193763193,48.04,13236,243
15/01/2017,3578,44.578,3815,192147088,47.873,18007,211
16/01/2017,3108,112.7,4443,191152391,47.436,8859,283
17/01/2017,3692,117.605,5527,192503087,47.314,9297,341
18/01/2017,3326,124.783,13047,191177940,47.88,9748,318
19/01/2017,4835,31.147,2092,190467440,47.557,10466,281
20/01/2017,4301,96.539,12132,191507222,48.335,10298,438
21/01/2017,3276,131.406,5483,192206634,48.122,8830,258
22/01/2017,3393,92.619,11292,190817118,47.806,14580,249
23/01/2017,3256,55.071,6473,189081922,47.624,8737,288
24/01/2017,2787,50.062,4220,187495630,47.595,8784,420
25/01/2017,2806,40.013,5974,184532560,47.673,8264,285
26/01/2017,2505,58.225,4718,185916271,47.703,9017,289
27/01/2017,2436,50.876,6129,188978243,47.589,7877,297
28/01/2017,2402,32.051,3786,190252944,47.695,7830,303
29/01/2017,2382,15.182,3187,190080895,47.776,12637,242
30/01/2017,3767,668.299,38828,192939764,47.79,9805,309
31/01/2017,3320,105.309,11444,200910983,47.651,10452,394
01/02/2017,2641,51.224,6002,200153299,47.587,10211,301
02/02/2017,2491,67.843,3160,199760037,47.614,11571,311
03/02/2017,2693,123.7,6113,199136735,47.724,9014,367
04/02/2017,3032,51.949,5487,197197490,47.529,19371,366
05/02/2017,3849,11.562,2766,196059208,47.549,14624,371
06/02/2017,2797,57.159,4358,195847380,47.284,10863,784
07/02/2017,3429,76.676,2799,196314583,47.245,11350,867
08/02/2017,4376,37.257,3620,196080473,47.026,12344,338
09/02/2017,4030,91.553,5076,190829192,46.932,11172,304
10/02/2017,3231,37.884,8790,186024056,47.288,10735,287
11/02/2017,2356,38.091,6488,189218677,47.267,9355,265
12/02/2017,2487,10.196,1261,187263566,47.223,15548,289
13/02/2017,2323,24.105,1589,186271741,47.24,9711,379
14/02/2017,2536,29.071,1660,187158916,47.454,9774,467
15/02/2017,3347,31.873,1233,190101293,47.418,9303,347
16/02/2017,2161,38.143,1619,192623757,47.47,8791,291
17/02/2017,2731,34.053,878.488,192664052,47.501,9389,262
18/02/2017,2302,25.589,677.749,192059274,47.476,9119,287
19/02/2017,3204,11.015,879.96,187769244,47.501,17200,229
20/02/2017,2738,24.816,1345,187616636,47.546,10885,232
21/02/2017,2573,44.885,1963,189521786,47.571,10598,250
22/02/2017,2635,57.751,3778,192179718,47.431,11367,246
23/02/2017,2620,33.244,1130,193522588,47.385,9150,296
24/02/2017,3125,64.731,5129,194818706,47.132,12559,335
25/02/2017,2453,43.087,1912,194079518,47.152,10782,306
26/02/2017,2942,26.723,1939,193501850,47.132,20046,250
27/02/2017,3019,43.491,2705,192360367,47.171,11522,374
28/02/2017,2631,38.856,2224,191051848,47.34,9593,442
01/03/2017,2573,75.526,3570,191624314,47.405,11999,301
02/03/2017,3203,109.57,4042,194979586,47.357,13279,262
03/03/2017,2882,112.041,3379,202515124,47.433,12649,235
04/03/2017,2533,27.717,1518,200847311,47.467,9912,227
05/03/2017,2533,13.321,877.585,198543108,47.482,14987,293
06/03/2017,2499,32.427,1213,200619835,47.482,10292,304
07/03/2017,2458,36.125,995.41,201445476,47.469,9759,263
08/03/2017,2543,55.787,3227,195748098,47.461,14769,199
09/03/2017,2464,46.994,2544,194646229,47.462,13151,217
10/03/2017,2510,50.385,1120,193940735,47.452,9489,227
11/03/2017,3012,36.865,1399,191180868,47.476,23840,349
12/03/2017,2880,17.365,1620,192658786,47.239,15852,194
13/03/2017,3146,69.059,2785,203952408,47.25,13349,320
14/03/2017,2656,52.759,5735,210776170,47.179,11687,350
15/03/2017,2886,72.464,4103,210551047,47.31,12565,302
16/03/2017,3653,108.205,6786,217279490,47.244,9242,357
17/03/2017,3483,112.819,6526,211757877,46.894,14707,383
18/03/2017,4170,44.838,1713,204790400,46.813,15363,378
19/03/2017,3689,35.31,1051,200519446,46.865,20140,364
20/03/2017,3146,75.339,2293,200407678,46.726,11600,404
21/03/2017,3148,59.135,1922,203661168,46.564,11444,340
22/03/2017,3408,45.977,2072,199463799,46.51,11548,296
23/03/2017,3444,32.183,988.338,201081930,46.53,13992,381
24/03/2017,3818,82.24,3032,205417568,46.459,15052,293
25/03/2017,3649,49.266,1845,205505409,46.283,13447,295
26/03/2017,3937,12.251,1094,205605573,46.181,20785,223
27/03/2017,3294,59.5,1792,207642106,46.027,11163,303
28/03/2017,3641,37.846,849.568,211114642,46.075,11133,243
29/03/2017,4511,42.357,1390,213450780,45.924,11576,268
30/03/2017,10619,357.87,9286,309945904,47.408,24620,701
31/03/2017,7207,293.17,11299,347290500,47.149,15207,455
01/04/2017,5477,113.904,7897,359391269,47.336,20987,565
02/04/2017,7467,139.494,8969,394545060,47.586,24955,535
03/04/2017,7652,197.733,9479,435266083,47.447,18901,640
04/04/2017,6794,184.333,13014,454349637,48.472,15523,822
05/04/2017,9620,302.162,20162,494619615,48.502,22527,2540
06/04/2017,8754,579.648,10358,585379929,49.188,22447,2546
07/04/2017,6023,249.98,6887,528225083,49.443,16847,990
08/04/2017,5759,119.42,6922,539917701,49.571,18441,593
09/04/2017,6858,80.178,4649,506379181,49.523,21133,572
10/04/2017,5929,63.777,3679,482831496,49.557,15102,658
11/04/2017,6468,71.081,2952,493149169,49.254,15354,652
12/04/2017,8222,181.813,8932,566710355,49.372,20042,1111
13/04/2017,5025,197.542,6394,569569051,49.238,15292,604
14/04/2017,5070,166.097,5774,576164280,49.262,14718,1570
15/04/2017,4631,175.416,4980,591964722,49.217,25503,795
16/04/2017,4292,91.772,2890,591941663,49.172,24502,463
17/04/2017,5361,304.085,10300,615956680,48.881,16392,791
18/04/2017,5560,323.151,6373,563196548,48.698,8935,568
19/04/2017,5477,223.446,4298,546216494,48.68,14165,737
20/04/2017,4556,212.557,3004,544525828,48.663,14165,656
21/04/2017,6476,304.982,11579,597208960,48.65,14165,920
22/04/2017,8028,891.267,50676,672167566,48.822,19395,957
23/04/2017,9973,852.326,73068,780186218,49.169,27190,881
24/04/2017,6675,351.255,55748,760937298,49.515,20099,1173
25/04/2017,7240,372.316,47301,755726482,49.592,14565,909
26/04/2017,7795,476.771,31813,784463374,49.792,19251,1177
27/04/2017,6917,391.617,8139,746345961,49.674,19015,987
28/04/2017,6074,291.592,24679,747173420,51.496,17704,855
29/04/2017,5990,352.868,55107,773544308,51.481,18100,836
30/04/2017,5989,305.342,6546,813453837,51.562,23908,753
01/05/2017,6543,438.612,10205,813449693,51.83,19304,766
02/05/2017,6522,313.515,9996,803596296,51.933,18353,1087
03/05/2017,11914,878.971,32246,932216271,51.609,24774,1615
04/05/2017,14330,891.842,70008,1138286098,51.806,35223,1615
05/05/2017,12755,689.082,35101,1302665386,51.807,33722,1057
06/05/2017,9550,352.191,20369,1337597750,51.736,24948,914
07/05/2017,12455,441.763,38624,1502396399,51.889,32663,891
08/05/2017,11874,400.679,17644,1459594564,51.796,30669,729
09/05/2017,12872,621.363,18533,1406808435,52.249,29046,761
10/05/2017,17635,924.952,67525,1689909231,52.896,36138,1600
11/05/2017,12483,518.206,12774,1560338864,52.896,30402,1315
12/05/2017,10242,433.542,11286,1504553794,52.829,24665,1021
13/05/2017,8557,300.583,8640,1385478347,52.982,31369,638
14/05/2017,8025,269.536,10425,1469725201,53.247,22193,534
15/05/2017,10690,491.75,16636,1361392311,53.323,29263,549
16/05/2017,12540,440.979,12973,1221030194,53.367,34740,652
17/05/2017,12639,447.96,6414,1205684610,53.694,44560,587
18/05/2017,10631,300.93,20237,1335880629,53.596,31425,1244
19/05/2017,12384,409.217,12124,1393670598,53.466,33655,1064
20/05/2017,10803,294.228,12018,1392855351,53.745,31699,797
21/05/2017,13207,295.292,5030,1359320237,53.691,34985,790
22/05/2017,16172,494.956,6913,1267330625,53.709,41309,992
23/05/2017,15601,349.005,29366,1419651580,53.845,42131,808
24/05/2017,15907,383.266,18013,1672088833,53.449,36113,771
25/05/2017,16143,559.888,15239,1618423225,54.063,42794,804
26/05/2017,12953,366.396,13407,1446908539,53.908,29960,802
27/05/2017,11572,318.853,26533,1168119871,54.253,30326,792
28/05/2017,9833,247.861,7758,1228340635,54.55,31658,508
29/05/2017,8862,236.957,4375,1263675181,54.587,12042,375
30/05/2017,11084,278.537,6063,1306931411,54.734,29202,791
31/05/2017,11714,290.746,32664,1273555446,54.847,26968,591
01/06/2017,15795,642.186,152523,1402580671,55.022,34743,753
02/06/2017,13871,538.303,39981,1419932955,54.614,35688,639
03/06/2017,13426,421.561,20896,1404258530,54.341,38759,549
04/06/2017,11704,269.058,11665,1399983098,54.264,32261,4045
05/06/2017,15647,412.678,18398,1506915392,54.088,35307,746
06/06/2017,15331,340.864,13646,1547483182,53.985,38754,4160
07/06/2017,14840,404.972,32056,1524168504,53.921,33456,678
08/06/2017,13606,430.173,28468,1501824649,54.002,31704,817
09/06/2017,14219,419.369,23235,1544124743,54.164,35836,724
10/06/2017,14880,394.717,20905,1522480088,54,38513,745
11/06/2017,16975,510.33,24562,1584241276,53.907,42454,814
12/06/2017,16046,491.608,22352,1556204594,54.317,40768,735
13/06/2017,15540,421.614,16847,1513115743,54.387,40860,1018
14/06/2017,16893,527.364,23041,1549085150,54.669,39839,821
15/06/2017,17072,616.792,23793,1447233136,54.95,41540,1167
16/06/2017,17421,693.424,24379,1586308299,54.845,36941,1296
17/06/2017,27528,897.629,35901,2101761896,54.329,58904,2485
18/06/2017,18565,635.252,30195,2226386932,54.06,45652,1393
19/06/2017,23393,870.245,51499,2377709871,53.536,50217,1687
20/06/2017,22471,789.84,64133,2394956683,53.21,62374,1008
21/06/2017,19453,865.927,30146,2288598721,52.819,49024,945
22/06/2017,19403,726.366,98010,2349371371,52.412,49452,1257
23/06/2017,16713,505.509,102681,2374925478,52.299,36006,1833
24/06/2017,14472,489.101,25224,2284176682,52.214,40687,1486
25/06/2017,14998,589.284,58177,2191390671,52.284,37093,1486
26/06/2017,18802,714.274,45413,2002678745,52.246,42802,1486
27/06/2017,17785,584.757,31141,1925770162,52.527,42089,1486
28/06/2017,16077,525.024,26652,2090010746,52.407,40171,1486
29/06/2017,14234,550.39,22958,2116431252,52.268,34298,1486
30/06/2017,13569,472.754,20106,2082271658,52.231,33014,1486
01/07/2017,12068,460.683,23329,2004376363,52.351,31490,1486
02/07/2017,13600,759.453,23600,2013155888,52.336,38719,1486
03/07/2017,19840,911.948,35736,2314624884,52.162,43008,1486
04/07/2017,22723,1006,46762,2606684291,52.006,44411,1486
05/07/2017,22501,1373,60062,2703474563,52.115,44746,1486
06/07/2017,18221,860.537,39419,2639915959,51.556,38790,1486
07/07/2017,19363,1029,44439,2479546239,51.743,39846,1486
08/07/2017,17123,955.753,38545,2480098131,52.141,36529,1486
09/07/2017,15017,578.671,26874,2602187383,52.183,39071,1486
10/07/2017,18445,712.025,38056,2464558229,52.246,42460,1486
