date,transactions,median_transaction_value,av_transaction_value,market_cap,top_100_percent,active_addresses,tweets
15/05/2021,120198,107.177,24334,21285885538,43.784,267172,1288
16/05/2021,114472,101.3,21245,20764722690,43.703,272314,1517
17/05/2021,114901,119.436,18452,19120107778,43.705,281211,1533
18/05/2021,113923,138.715,22818,20422849542,43.729,294854,2419
19/05/2021,131893,159.146,32044,16103738372,43.667,278948,1913
20/05/2021,112160,141.374,98750,13945565397,43.984,290883,1863
21/05/2021,115219,116.797,30210,13268875433,44.557,280314,1518
22/05/2021,101076,95.576,25929,11878757017,44.632,266301,1427
23/05/2021,99621,119.688,32931,10153774900,44.339,268521,1376
24/05/2021,102884,112.377,24479,10972423360,44.394,287091,912
25/05/2021,104453,103.368,22574,12093621036,44.444,285813,1179
26/05/2021,115067,73.426,18697,13159429577,44.435,231349,1582
27/05/2021,100893,101.612,18245,13188602116,44.49,261347,1753
28/05/2021,107492,82.987,68859,12229670174,44.744,226872,1156
29/05/2021,98629,74.471,13969,11703704556,44.753,227070,847
30/05/2021,90179,71.333,40352,11634709512,44.341,243162,1422
31/05/2021,92086,96.82,29760,12002348507,44.372,223956,1033
01/06/2021,96657,92.689,21406,12343554718,44.264,240209,1193
02/06/2021,107309,89.817,17112,12540121002,44.344,235943,1195
03/06/2021,94990,118.525,21017,12899847731,44.345,268016,797
04/06/2021,97285,104.841,16871,12101421302,44.36,267715,919
05/06/2021,89895,92.797,13104,12019721956,44.329,236925,924
06/06/2021,84758,84.641,13148,11958487280,44.318,255845,745
07/06/2021,93358,93.486,12701,11969523948,44.328,243060,797
08/06/2021,93510,105.915,58272,10704840990,44.369,340088,718
09/06/2021,101929,67.727,27253,11041729654,44.505,248120,960
10/06/2021,96032,87.757,14874,11429727562,44.479,256934,771
11/06/2021,100534,85.814,15069,11396539880,44.501,245221,724
12/06/2021,93061,76.805,18102,10854390624,44.483,243303,755
13/06/2021,83880,82.734,12858,11026429286,44.449,213807,694
14/06/2021,92043,98.214,14567,11642583446,44.431,240924,789
15/06/2021,95066,96.905,13857,11990526042,44.418,235016,752
16/06/2021,101383,65.351,17937,11589616457,44.414,250350,826
17/06/2021,89218,95.36,20189,11465614550,44.479,243949,1165
18/06/2021,89263,109.48,14260,10951837597,44.415,249128,834
19/06/2021,90219,68.751,13321,10658714553,44.421,231165,790
20/06/2021,95995,51.092,12636,10288335371,44.414,234615,822
21/06/2021,108255,47.382,14240,9417701593,44.438,201186,991
22/06/2021,106728,61.78,17929,8258904186,44.468,267340,1216
23/06/2021,172920,2.078,7935,8689817556,44.437,267105,857
24/06/2021,195728,2.084,8496,8959626746,44.354,241527,978
25/06/2021,174266,2.298,10354,8891038239,44.345,268137,1034
26/06/2021,137413,7.879,7826,8416659840,44.364,223131,1213
27/06/2021,128479,9.265,8019,8678741103,44.346,256581,823
28/06/2021,123798,20.456,11473,9068628661,44.414,237653,638
29/06/2021,133831,17.357,32274,9768202324,44.509,273176,1075
30/06/2021,143435,11.434,36295,9617572450,44.497,254600,680
01/07/2021,140620,13.779,35030,9367946105,44.455,289340,682
02/07/2021,114149,38.992,43647,9101094364,44.455,259112,764
03/07/2021,72173,143.677,71758,9414100799,44.42,246977,922
04/07/2021,109842,27.381,47692,9752753203,44.408,230890,774
05/07/2021,85784,85.646,78136,9487095909,44.423,255863,663
06/07/2021,72883,158.06,73422,9438396605,44.401,307013,773
07/07/2021,74754,165.955,70158,9550092130,44.343,261813,924
08/07/2021,72381,160.365,63623,8989656129,44.132,271681,900
09/07/2021,112984,35.021,37818,8974059641,44.23,301242,796
10/07/2021,116777,21.715,30451,9052185170,44.223,222976,662
11/07/2021,110411,20.644,35233,9141503060,44.098,346350,762
12/07/2021,117736,24.004,32129,9234906228,44.058,288323,714
13/07/2021,119366,19.099,29453,9009782288,43.982,335935,723
14/07/2021,122125,16.067,28274,8773271742,44.138,262557,668
15/07/2021,140497,11.227,22833,8643065923,43.993,255188,696
16/07/2021,134048,15.399,28517,8463847311,44.087,297648,700
17/07/2021,124029,13.847,24052,8199557731,43.936,327094,1285
18/07/2021,120248,13.307,24309,8219053484,43.924,287982,941
19/07/2021,134587,11.77,23463,7909728026,43.907,346116,567
20/07/2021,133495,14.832,18656,7338846636,43.951,315726,721
21/07/2021,127809,17.418,21221,7720280575,43.948,347527,742
22/07/2021,142470,10.552,16860,8082948490,43.938,256677,1012
23/07/2021,130344,14.578,11406,8177955533,43.828,364066,979
24/07/2021,122988,18.503,7789,8566593583,43.676,187798,1043
25/07/2021,122255,12.529,7451,8540677098,43.604,228907,857
26/07/2021,136259,19.691,9905,9288912555,43.581,314803,3327
27/07/2021,127383,18.332,9115,8951887718,43.559,300795,676
28/07/2021,133579,13.707,7990,9346490115,43.567,221188,1084
29/07/2021,139309,11.184,12864,9520553909,43.517,241126,942
30/07/2021,119638,24.389,12379,9560447676,43.428,135048,901
31/07/2021,127088,18.177,11533,9824608283,43.333,147339,824
01/08/2021,130536,12.659,30283,10007880254,43,153288,781
02/08/2021,129502,18.594,22144,9719800054,42.999,181317,823
03/08/2021,128962,20.704,8106,9481025086,42.985,223775,662
04/08/2021,131179,16.868,7767,9551446313,43.267,216212,683
05/08/2021,143430,14.021,9262,9618978025,43.277,267915,588
06/08/2021,138710,19.742,8500,9982433253,43.388,295982,793
07/08/2021,132066,21.176,9371,10430736844,43.38,214182,1068
08/08/2021,123807,19.844,6980,10420824725,43.324,220392,1019
09/08/2021,133398,21.374,9478,10678335384,43.235,227585,2910
10/08/2021,146410,25.2,9771,11196398103,43.146,277295,1231
11/08/2021,153195,23.844,10838,11651479045,43.32,258394,1306
12/08/2021,163168,15.099,10178,11532526476,43.216,232990,984
13/08/2021,163449,26.456,8085,12032422230,43.214,217927,1016
14/08/2021,151116,22.442,13265,12344182436,43.171,207591,778
15/08/2021,155353,21.674,8845,12366287914,43.196,211744,717
16/08/2021,155850,19.905,10298,12579918798,43.14,232756,1152
17/08/2021,155612,18.852,9685,12175021099,43.121,268558,1047
18/08/2021,155422,12.587,6436,11560797928,43.125,270156,801
19/08/2021,161416,14.847,7829,11531215887,43.094,198377,873
20/08/2021,168199,27.928,8008,12208728473,43.082,259140,910
21/08/2021,153571,36.561,6333,12387964912,43.028,231059,1061
22/08/2021,139080,39.517,10286,12595016898,43.055,161677,1220
23/08/2021,160996,42.695,10094,12843465736,42.76,305597,1295
24/08/2021,160349,47.246,10115,12433780696,42.728,296041,813
25/08/2021,164679,32.17,5397,12012352978,42.713,392164,927
26/08/2021,160594,39.374,6553,11696071239,42.693,276635,686
27/08/2021,152756,51.679,10049,11697250755,42.667,289996,1115
28/08/2021,153236,42.938,7998,11895226214,42.657,277806,796
29/08/2021,142990,35.903,11147,12106224499,42.71,265455,955
30/08/2021,155951,50.2,9219,11791198747,42.629,275468,751
31/08/2021,156522,50.532,8742,11690125514,42.642,312976,763
01/09/2021,159574,42.876,7333,12014703057,42.644,261209,1144
02/09/2021,169798,47.523,10195,12587492893,42.691,324323,1414
03/09/2021,167361,58.299,23069,13465915138,42.984,318895,2717
04/09/2021,146897,52.021,19114,14703272292,42.777,276025,2430
05/09/2021,153807,57.225,24158,15069422463,42.722,350618,1879
06/09/2021,159061,58.981,18942,15379444673,42.757,365124,1528
07/09/2021,147468,63.218,15242,13748054014,42.802,379114,1721
08/09/2021,134968,39.026,15230,12352983612,42.839,343392,1473
09/09/2021,148681,54.209,12860,12507891697,42.922,319282,1357
10/09/2021,149345,66.354,8900,12266798831,42.966,320720,1256
11/09/2021,147135,59.363,7368,12338293680,43.095,265425,1617
12/09/2021,139348,54.436,12443,12407614534,43.078,272859,1602
13/09/2021,151649,67.558,14428,12271413153,43.287,295828,10533
14/09/2021,147409,67.915,15037,12340179725,42.852,336768,3164
15/09/2021,148856,72.793,9373,12534858486,42.945,339428,1555
16/09/2021,148444,74.789,9832,12954583961,42.797,370409,2727
17/09/2021,137443,72.114,9333,12542452379,42.734,368503,2348
18/09/2021,121059,68.101,8285,12474956153,42.692,313995,1363
19/09/2021,107739,55.966,14237,12234337956,42.68,326538,1691
20/09/2021,125618,62.51,11374,11199024685,42.606,329090,1448
21/09/2021,132039,58.005,9569,10783699676,42.643,327883,891
22/09/2021,133547,54.564,10897,10647765428,42.708,288576,1194
23/09/2021,124503,63.227,13678,11039143008,42.741,328741,1151
24/09/2021,122818,71.803,12255,10567113802,42.804,294519,1370
25/09/2021,119398,67.11,8936,10458120042,42.889,285782,1007
26/09/2021,125363,69.853,86498,10282494083,43.17,257377,997
27/09/2021,140996,60.962,88570,10374335417,43.148,354817,1109
28/09/2021,141159,69.483,70260,9981600496,43.121,346136,1074
29/09/2021,138219,56.682,63189,9982044873,43.11,305152,1774
30/09/2021,132985,55.63,61329,10370470567,43.005,318774,1297
01/10/2021,152100,60.917,50685,11028383488,42.975,341912,1892
02/10/2021,145081,60.574,62266,11585847512,43,330823,1555
03/10/2021,135363,67.139,55724,11655535432,42.95,345053,1282
04/10/2021,138979,59.596,47529,11460153404,42.918,371416,1041
05/10/2021,126491,58.06,59207,11695072012,42.948,379803,1391
06/10/2021,136358,50.6,51414,11987305697,42.941,372462,1765
07/10/2021,120690,69.204,60175,12346416217,42.978,365612,2145
08/10/2021,120580,73.523,52734,12294644151,42.973,405413,1576
09/10/2021,115721,59.692,51990,12293235477,42.88,387773,1356
10/10/2021,109363,59.379,48040,12360610876,42.869,393791,1600
11/10/2021,132808,84.47,39868,12368516900,42.791,495206,1588
12/10/2021,137002,82.521,38426,11868397519,42.701,420800,1544
13/10/2021,132515,79.465,35710,11903799442,42.672,561814,5224
14/10/2021,131520,91.042,32223,12402300343,42.615,573302,2470
15/10/2021,138863,92.244,32173,12643358644,42.582,568758,2017
16/10/2021,128124,94.586,22595,12987258731,42.589,479946,1538
17/10/2021,116387,80.664,18486,12740100408,42.535,315217,1670
18/10/2021,134954,71.704,20320,12683389248,42.398,414290,1627
19/10/2021,129800,87.628,19386,12917250287,42.46,347926,1606
20/10/2021,127873,86.306,20401,13356780028,42.561,333912,3323
21/10/2021,136887,79.129,24939,14076258832,42.619,490505,2080
22/10/2021,139050,96.83,15633,13525130917,42.438,345029,1478
23/10/2021,143889,85.36,13265,13347598355,42.387,350074,1429
24/10/2021,141813,81.547,17084,13315465740,42.378,338298,2006
25/10/2021,142768,89.994,15492,13384117842,42.276,344808,1862
26/10/2021,140057,101.712,15444,13402945592,42.24,348180,1359
27/10/2021,148497,95.06,28306,13088973159,42.315,338174,1714
28/10/2021,139068,113.063,19973,12833978687,42.277,322555,1872
29/10/2021,150147,100.757,20993,13287782955,42.322,350617,1452
30/10/2021,135866,99.586,18933,13244889950,42.396,310640,2786
31/10/2021,134087,82.495,20590,13150133916,42.378,279705,1822
01/11/2021,147940,98.696,21234,13299568577,42.428,361451,1627
02/11/2021,153143,117.964,16280,13733614501,42.409,412866,1646
03/11/2021,150465,119.528,19039,14035929732,42.307,383858,1715
