date;transactions;median_transaction_value;av_transaction_value;market_cap;top_100_percent;active_addresses;tweets;google_trends;coin
04/10/2018;21123;18.512;15727;664504614;63.639;41419;575;0.0595;doge
05/10/2018;19523;14.261;15324;660729172;63.553;41721;410;0.0507;doge
06/10/2018;18726;13.789;10001;652985414;63.608;39934;422;0.0542;doge
07/10/2018;17934;14.173;9717;651043025;63.677;41825;375;0.0476;doge
08/10/2018;20257;21.591;21870;634156577;63.64;46847;543;0.0556;doge
09/10/2018;19494;17.816;19206;656355018;63.712;42708;498;0.0594;doge
10/10/2018;20124;13.821;10277;655046751;63.715;42769;442;0.0554;doge
11/10/2018;20190;15.63;20225;607218464;63.828;45926;476;0.0663;doge
12/10/2018;21325;14.668;12229;611302356;63.85;45131;470;0.0563;doge
13/10/2018;20193;12.029;7295;609831048;63.912;42417;395;0.0492;doge
14/10/2018;20279;7.213;3979;611297386;63.953;48782;373;0.0477;doge
15/10/2018;21690;14.885;15570;615722842;63.647;49856;345;0.0655;doge
16/10/2018;23159;14.648;15980;601015467;63.823;53762;346;0.0544;doge
17/10/2018;22921;18.446;16306;563240381;63.259;55022;373;0.0647;doge
18/10/2018;25856;17.522;15155;531032434;63.051;52692;397;0.0508;doge
19/10/2018;24254;14.417;18730;521680244;63.019;55082;433;0.0582;doge
20/10/2018;22609;10.802;7826;533969427;63.001;42378;481;0.0583;doge
21/10/2018;21889;8.822;8165;540081169;62.975;52542;477;0.0515;doge
22/10/2018;22409;12.88;16752;522276965;62.875;50553;293;0.0482;doge
23/10/2018;22863;15.408;31611;498664148;63.007;59297;327;0.0506;doge
24/10/2018;23068;19.923;28994;468459479;62.719;53194;355;0.058;doge
25/10/2018;23607;13.979;23817;446696892;62.467;53009;361;0.0622;doge
26/10/2018;28146;13.561;20415;455564717;62.341;58848;455;0.0448;doge
27/10/2018;24713;14.343;15601;490468684;62.262;49422;370;0.0663;doge
28/10/2018;22840;11.198;11906;480661434;62.19;54936;232;0.0528;doge
29/10/2018;23677;15.956;23035;459041465;62.298;54696;248;0.0522;doge
30/10/2018;23605;17.95;19595;454199266;62.272;53538;243;0.0492;doge
31/10/2018;24150;17.397;31060;448401254;62.334;50326;302;0.0509;doge
01/11/2018;24521;17.623;40033;442898156;62.314;51314;204;0.0508;doge
02/11/2018;32715;19.06;21446;445319410;62.218;64798;177;0.0508;doge
03/11/2018;36478;15.165;3222;442779428;62.092;64626;314;0.0464;doge
04/11/2018;34954;12.468;4288;438503662;62.044;149260;312;0.0426;doge
05/11/2018;32868;10.034;15633;428247184;61.84;66519;373;0.051;doge
06/11/2018;30058;11.076;25689;431631598;61.832;61268;355;0.052;doge
07/11/2018;31883;8.134;21636;427239116;61.909;60249;330;0.0493;doge
08/11/2018;29546;9.081;35284;408168800;61.666;58159;338;0.0527;doge
09/11/2018;29937;14.497;46993;375277080;61.458;64166;291;0.053;doge
10/11/2018;30227;7.851;18970;375998327;61.335;53957;290;0.0504;doge
11/11/2018;35842;4.657;17067;375694214;61.32;76953;281;0.0489;doge
12/11/2018;31190;11.11;22066;361165091;61.254;62952;329;0.0485;doge
13/11/2018;27706;9.01;26868;353912308;61.153;50779;279;0.0512;doge
14/11/2018;29709;8.445;16823;329420240;61.058;55933;314;0.062;doge
15/11/2018;32368;10.526;44613;312566561;61.086;67030;306;0.0536;doge
16/11/2018;32128;8.989;34443;325125915;61.079;68221;274;0.0515;doge
17/11/2018;32133;13.889;19087;309229383;60.896;57608;228;0.0518;doge
18/11/2018;28216;12.501;10501;304711274;60.759;64642;316;0.0482;doge
19/11/2018;29316;12.846;24578;296895493;61.058;73682;369;0.0503;doge
20/11/2018;31528;12.044;19279;270759636;60.934;67435;445;0.0595;doge
21/11/2018;31548;14.369;22718;270596637;60.605;65763;253;0.0542;doge
22/11/2018;30657;17.998;12527;283130024;60.433;57453;373;0.0525;doge
23/11/2018;33737;14.002;9210;275254621;60.621;68510;280;0.0497;doge
24/11/2018;24138;11.782;8359;276093250;60.509;53744;262;0.0508;doge
25/11/2018;25051;12.207;8352;257167076;60.394;67308;255;0.0511;doge
26/11/2018;26748;10.775;8489;252472950;60.284;63731;302;0.051;doge
27/11/2018;28270;15.334;24672;240338524;60.03;78292;282;0.0491;doge
28/11/2018;28157;20.718;25761;255315533;59.899;59667;296;0.0578;doge
29/11/2018;26714;15.462;23202;260483903;59.792;59570;295;0.0508;doge
30/11/2018;25974;14.302;32380;256956267;59.565;54234;284;0.0439;doge
01/12/2018;26481;13.059;11998;260055810;59.484;51029;259;0.0461;doge
02/12/2018;27044;7.845;8111;261235929;59.382;74974;288;0.0454;doge
03/12/2018;29251;10.89;22373;255370320;59.332;77605;323;0.0466;doge
04/12/2018;29129;16.469;20919;257879976;59.407;78551;338;0.0446;doge
05/12/2018;30035;17.34;26914;260914593;59.924;72528;322;0.0487;doge
06/12/2018;28127;13.226;17010;256441234;59.396;61790;null;0.0475;doge
07/12/2018;30498;11.16;24161;247181305;60.303;68650;319;0.0517;doge
08/12/2018;29824;10.711;9177;249388519;60.685;63828;260;0.0455;doge
09/12/2018;30693;10.658;11341;250198902;60.467;71668;299;0.0493;doge
10/12/2018;39950;3.252;10131;248730029;60.475;84587;225;0.0388;doge
11/12/2018;36624;7.232;8824;245947123;60.921;69192;278;0.0404;doge
12/12/2018;31137;12.783;17206;247743053;60.474;58483;341;0.0484;doge
13/12/2018;31105;10.519;12640;246950652;60.324;62479;298;0.0476;doge
14/12/2018;30968;11.094;11922;244511197;60.168;59905;332;0.0417;doge
15/12/2018;31729;11.015;10292;245609702;60.158;58936;278;0.0493;doge
16/12/2018;29949;14.41;13248;250134350;60.047;68068;277;0.0465;doge
17/12/2018;33302;16.988;8308;262294324;59.967;80753;339;0.0755;doge
18/12/2018;30398;13.103;12317;301380525;60.028;56882;369;0.0854;doge
19/12/2018;35581;11.551;21389;315863781;59.92;170380;437;0.0735;doge
20/12/2018;25259;8.034;17271;313973969;59.93;47723;282;0.061;doge
21/12/2018;26625;15.468;18340;306989250;59.804;50356;229;0.0487;doge
22/12/2018;32073;13.339;23418;287446730;59.659;61118;209;0.0471;doge
23/12/2018;31532;12.631;12137;296894643;59.631;70748;262;0.0474;doge
24/12/2018;30827;12.936;20505;304105104;59.612;59383;292;0.0615;doge
25/12/2018;38953;9.983;18712;284010777;59.481;70071;296;0.0451;doge
26/12/2018;30126;12.197;15735;286901749;59.336;57417;317;0.0429;doge
27/12/2018;31751;11.897;15423;279769164;59.23;66645;352;0.0435;doge
28/12/2018;36337;13.673;14048;276246821;59.258;65003;308;0.0424;doge
29/12/2018;45681;88.627;6961;281384748;59.136;68680;258;0.0484;doge
30/12/2018;36351;12.02;8030;278477324;59.647;77641;242;0.0395;doge
31/12/2018;29859;11.784;10047;277365418;59.757;67504;269;0.043;doge
01/01/2019;44179;189.87;5255;276431939;59.901;75845;258;0.0595;doge
02/01/2019;30550;19.749;8214;280588076;59.873;61437;314;0.0439;doge
03/01/2019;29862;11.8;10811;277715734;59.934;54622;363;0.0474;doge
04/01/2019;31742;11.385;18885;267985448;59.605;58230;315;0.0476;doge
05/01/2019;36072;8.57;14826;268209403;59.259;63487;258;0.0422;doge
06/01/2019;40534;15.841;12813;269413938;60.214;94632;315;0.0413;doge
07/01/2019;39180;6.853;6722;268817561;60.462;79171;304;0.05;doge
08/01/2019;29263;7.568;21583;265297849;60.464;56386;303;0.0529;doge
09/01/2019;29681;11.262;56658;265263506;60.428;55442;286;0.0443;doge
10/01/2019;33463;8.402;101295;254318313;60.456;62093;306;0.0563;doge
11/01/2019;30939;11.749;71298;248107214;61.385;59674;280;0.0526;doge
12/01/2019;34611;8.21;51160;247267036;61.291;63774;269;0.0404;doge
13/01/2019;32937;5.08;18842;246709112;61.242;78138;259;0.0476;doge
14/01/2019;29432;8.366;35662;246617424;61.205;64207;267;0.051;doge
15/01/2019;25038;7.981;2326;246148304;61.228;55486;257;0.0496;doge
16/01/2019;30855;10.345;20627;243937338;61.242;65456;257;0.0483;doge
17/01/2019;26704;9.941;11750;244643390;61.231;55576;285;0.0479;doge
18/01/2019;27228;7.804;2645;243523408;61.459;57868;232;0.042;doge
19/01/2019;29658;10.005;10474;244792522;61.148;61392;272;0.0466;doge
20/01/2019;29994;7.303;9795;245940596;61.091;65784;289;0.0414;doge
21/01/2019;30753;10.224;14447;241125400;61.119;62248;246;0.0372;doge
22/01/2019;30072;10.2;5218;240609270;61.326;54545;280;0.0413;doge
23/01/2019;31354;10.081;11605;238469909;61.269;55902;244;0.0462;doge
24/01/2019;28085;9.901;10368;237503678;61.163;52553;265;0.0478;doge
25/01/2019;29768;9.524;13329;237801633;60.982;69108;329;0.0486;doge
26/01/2019;28807;7.359;2055;238655535;60.997;54507;281;0.0372;doge
27/01/2019;30330;10.863;31834;237258432;60.921;65310;263;0.0451;doge
28/01/2019;30589;9.685;5640;228168521;60.869;55220;252;0.0437;doge
29/01/2019;31327;9.451;23075;222761644;60.682;54779;263;0.0527;doge
30/01/2019;28982;9.519;10522;224738309;60.558;60964;221;0.0303;doge
31/01/2019;29138;9.61;11503;225585423;60.643;71083;236;0.0381;doge
01/02/2019;28185;10.663;6280;224150310;60.693;166057;227;0.037;doge
02/02/2019;25747;9.522;10183;224987001;60.678;57381;241;0.0398;doge
03/02/2019;25870;9.157;7880;223863022;60.63;67861;533;0.0408;doge
04/02/2019;25664;9.409;2049;222287034;60.622;53661;938;0.0448;doge
05/02/2019;27495;9.321;1956;220320156;60.71;56354;485;0.0407;doge
06/02/2019;26790;9.106;5898;215171091;60.695;75471;316;0.0387;doge
07/02/2019;28234;9.721;5313;213968905;60.648;63198;284;0.0453;doge
08/02/2019;29062;9.301;5292;219827034;60.632;83293;275;0.0397;doge
09/02/2019;28411;9.548;3475;225690412;60.508;60924;246;0.0485;doge
10/02/2019;28138;17.209;3528;223961261;60.545;96496;259;0.0367;doge
11/02/2019;26575;14.893;1774;222126517;60.555;68320;231;0.0393;doge
12/02/2019;28557;11.321;1269;220779228;60.57;65606;251;0.0394;doge
13/02/2019;28250;17.044;1826;223255849;60.344;61725;270;0.036;doge
14/02/2019;28371;14.959;1629;223017524;60.547;88002;299;0.0328;doge
15/02/2019;28125;9.452;972.477;223583951;60.465;50538;248;0.04;doge
16/02/2019;27870;9.863;1431;225408542;60.414;56140;255;0.0402;doge
17/02/2019;28276;10.005;2709;236722808;60.435;66488;325;0.0575;doge
18/02/2019;27726;10.188;2372;241076927;60.455;58621;324;0.047;doge
19/02/2019;26787;10.382;1789;245108325;60.481;53090;280;0.0495;doge
20/02/2019;27425;10.23;1856;242126514;60.443;57550;315;0.0435;doge
21/02/2019;26418;10.186;2709;241217001;60.426;53406;299;0.0393;doge
22/02/2019;25626;10.148;1825;240254652;60.444;55394;374;0.0458;doge
23/02/2019;26777;10.542;2065;242588236;60.442;57995;306;0.048;doge
24/02/2019;26972;10.184;2481;241239715;60.41;74362;261;0.0522;doge
25/02/2019;29893;6.791;2620;233817885;60.192;54386;310;0.0398;doge
26/02/2019;28396;9.23;2276;234225975;60.173;51622;246;0.0472;doge
27/02/2019;27626;9.944;4316;232736053;60.162;49885;272;0.0357;doge
28/02/2019;26470;9.722;2773;230275963;60.125;55941;244;0.0347;doge
01/03/2019;29242;9.762;3021;231113377;60.149;50476;234;0.0471;doge
02/03/2019;29644;10.432;3224;233144995;60.112;50603;225;0.0446;doge
03/03/2019;29600;13.756;10379;234293301;59.955;81459;232;0.0454;doge
04/03/2019;28890;9.656;4572;228851657;59.875;81159;285;0.0365;doge
05/03/2019;27191;9.676;1954;229326719;59.942;53701;339;0.0371;doge
06/03/2019;26370;9.726;2656;230578652;60.098;61340;314;0.037;doge
07/03/2019;27793;9.858;2234;233080145;59.99;80528;235;0.0421;doge
08/03/2019;27266;9.804;1642;232472599;60.042;60179;278;0.0328;doge
09/03/2019;29117;9.817;1332;232808993;60.047;53829;278;0.0454;doge
10/03/2019;31018;14.303;6784;232362671;60.003;64000;240;0.036;doge
11/03/2019;31566;12.807;6265;229837699;59.951;83424;240;0.0315;doge
12/03/2019;34687;15.128;7989;234491013;59.763;61180;293;0.0368;doge
13/03/2019;32135;16.632;11531;240634381;59.604;97300;309;0.0373;doge
14/03/2019;25028;10.053;6577;238390242;59.601;54548;290;0.0362;doge
15/03/2019;31363;10.678;7101;241221954;59.525;82208;351;0.0401;doge
16/03/2019;31519;10.293;4033;244128187;59.505;62127;512;0.0364;doge
17/03/2019;31299;10.796;10319;243200380;59.611;69522;243;0.046;doge
18/03/2019;30831;11.756;15246;244371737;59.669;72018;278;0.0368;doge
19/03/2019;28648;11.512;5959;244421905;59.641;67919;261;0.0392;doge
20/03/2019;27463;10.206;2235;242349537;59.64;59189;247;0.0403;doge
21/03/2019;26326;10.166;1252;241442207;59.608;67602;216;0.0409;doge
22/03/2019;25922;10.114;1084;240316744;59.584;56943;285;0.0351;doge
23/03/2019;27915;10.11;2156;240159076;58.968;58896;348;0.04;doge
24/03/2019;28972;7.983;1258;239019226;58.988;73134;307;0.0424;doge
25/03/2019;32603;8.354;1201;239208671;59.088;200336;269;0.0363;doge
26/03/2019;32278;6.423;1318;241328857;58.972;69131;232;0.0391;doge
27/03/2019;33048;8.699;1659;243972866;58.859;105077;302;0.0439;doge
28/03/2019;30499;10.606;1610;245011658;58.856;54609;295;0.0446;doge
29/03/2019;31038;10.419;1582;247275918;58.774;61267;316;0.0343;doge
30/03/2019;30554;11.267;1681;247592116;58.764;59462;255;0.0353;doge
31/03/2019;30463;10.388;1731;246902800;58.742;73968;245;0.0342;doge
01/04/2019;33494;18.334;2578;272411800;58.85;64775;473;0.0636;doge
02/04/2019;31757;19.527;2433;308028391;58.727;81020;873;0.135;doge
03/04/2019;33681;28.75;5706;395891326;58.786;85345;1135;0.228;doge
04/04/2019;33572;31.813;18084;441263545;58.133;106386;913;0.151;doge
05/04/2019;26469;19.765;10503;416612612;58.309;64341;404;0.0904;doge
06/04/2019;24641;17.299;5808;410437474;58.036;88401;280;0.0625;doge
07/04/2019;24461;16.673;5561;396748026;57.933;57873;271;0.0651;doge
08/04/2019;28851;16.023;5377;374363929;57.727;84154;458;0.0667;doge
09/04/2019;23672;14.389;5160;342470028;57.69;52839;300;0.0542;doge
10/04/2019;23499;15.665;4025;355781234;57.619;53527;378;0.0492;doge
11/04/2019;25244;16.206;3108;332156085;57.45;54875;485;0.0421;doge
12/04/2019;25986;15.368;2672;329864010;57.401;62997;290;0.0446;doge
13/04/2019;24543;14.959;2884;337572759;57.392;54969;267;0.0444;doge
14/04/2019;25235;13.294;2882;336920143;57.349;74115;311;0.0377;doge
15/04/2019;28322;12.699;3228;336025535;57.322;81379;340;0.048;doge
16/04/2019;30241;10.949;2023;328677453;57.21;77676;305;0.0388;doge
17/04/2019;30464;8.337;2497;330571048;57.18;63417;340;0.0399;doge
18/04/2019;26364;14.517;2646;341048979;57.298;60106;345;0.0499;doge
19/04/2019;25017;11.519;2034;343130397;57.179;58869;265;0.0466;doge
20/04/2019;25292;12.114;2544;338374345;57.138;61216;278;0.0479;doge
21/04/2019;26655;9.345;2714;326718451;57.207;64397;228;0.0455;doge
22/04/2019;35197;11.699;2695;325475673;57.255;317107;237;0.0474;doge
23/04/2019;33879;8.855;2134;330969069;57.271;76139;263;0.0453;doge
24/04/2019;36526;13.625;2108;308986033;57.27;119204;247;0.0482;doge
25/04/2019;39013;12.78;1697;303526818;57.261;85393;270;0.0438;doge
26/04/2019;45393;11.879;1351;294507615;57.207;77489;288;0.0484;doge
27/04/2019;39251;16.823;1289;300767755;57.076;88761;281;0.0415;doge
28/04/2019;37033;52.693;1376;300371177;57.05;78207;276;0.038;doge
29/04/2019;40094;7.918;1623;293111936;57.037;79148;326;0.0379;doge
30/04/2019;31383;13.225;1287;292188969;57.104;63954;302;0.0476;doge
01/05/2019;29197;18.807;953.977;298145265;57.121;82387;273;0.0467;doge
02/05/2019;30648;16.753;1320;305971355;57.043;102014;430;0.0531;doge
03/05/2019;31301;22.249;1292;316947599;57.04;69814;301;0.052;doge
04/05/2019;30649;27.781;2261;315134687;56.971;64750;271;0.0494;doge
05/05/2019;28068;15.008;1552;313039854;56.969;66922;280;0.0406;doge
06/05/2019;33081;5.744;1472;303918305;56.87;98496;277;0.0435;doge
07/05/2019;28471;8.977;1401;305829547;56.859;88755;234;0.0464;doge
08/05/2019;24507;14.168;1629;298884738;56.809;56572;285;0.0432;doge
09/05/2019;24100;15.256;2248;297205470;56.761;58063;293;0.0463;doge
10/05/2019;25032;15.467;1281;297147256;56.782;59957;386;0.0441;doge
11/05/2019;24658;17.655;1557;310901988;56.782;73751;307;0.0516;doge
12/05/2019;24987;16.967;2246;320400275;56.782;62796;245;0.049;doge
13/05/2019;25933;14.284;4284;320340130;56.334;62595;304;0.0547;doge
14/05/2019;25591;16.824;3590;344942374;56.072;59223;276;0.0742;doge
15/05/2019;30174;16.236;5485;377071157;55.876;88552;300;0.0743;doge
16/05/2019;30502;15.804;5858;387759623;55.863;68202;341;0.0701;doge
17/05/2019;29404;15.159;6292;339671124;55.767;66818;320;0.0587;doge
18/05/2019;24238;14.647;3573;350245061;55.716;56480;220;0.0572;doge
19/05/2019;25403;21.764;3415;368295830;55.69;62636;275;0.0573;doge
20/05/2019;26776;22.653;2582;356294087;55.685;63981;260;0.055;doge
21/05/2019;28931;17.346;2765;359917247;55.678;65260;308;0.0569;doge
22/05/2019;27904;18.658;2294;355037984;55.541;61341;298;0.0472;doge
23/05/2019;36076;27.409;2562;343082056;55.118;71016;267;0.0472;doge
24/05/2019;42089;22.971;2681;355317547;54.863;82239;227;0.055;doge
25/05/2019;29445;18.438;3661;355557383;54.955;115291;213;0.0515;doge
26/05/2019;29985;12.368;2548;355679800;54.96;72230;229;0.0535;doge
27/05/2019;30821;16.511;3367;372842466;54.671;103517;305;0.0591;doge
28/05/2019;34778;18.685;3015;372413668;54.425;79301;320;0.0537;doge
29/05/2019;34284;31.131;1829;372441483;54.562;101955;272;0.0496;doge
30/05/2019;31129;26.505;4023;390868669;54.502;102015;383;0.0659;doge
31/05/2019;29848;13.329;2808;395266814;54.378;81116;342;0.0588;doge
01/06/2019;30965;10.062;5105;404989693;54.327;71258;349;0.045;doge
02/06/2019;31466;10.641;3904;403331608;54.576;107910;353;0.0575;doge
03/06/2019;25198;14.53;8007;396362031;54.589;61485;280;0.0496;doge
04/06/2019;25477;13.329;14529;364485532;54.463;61064;251;0.0441;doge
05/06/2019;24468;15.833;2984;359540670;54.981;61610;218;0.0442;doge
06/06/2019;24995;14.497;2243;361673009;54.869;68198;210;0.0477;doge
07/06/2019;24790;17.427;2888;372163059;54.861;64586;266;0.0518;doge
08/06/2019;26920;16.065;2735;370905393;54.701;59730;225;0.039;doge
09/06/2019;27343;15.32;2990;364214020;54.705;74692;165;0.0381;doge
10/06/2019;27255;17.801;3008;362685571;54.576;83669;243;0.0396;doge
11/06/2019;28251;13.854;2474;358283748;54.548;61867;231;0.04;doge
12/06/2019;31318;7.816;3412;364311510;54.479;83619;208;0.0388;doge
13/06/2019;27729;21.126;2706;369267883;54.541;94783;199;0.0358;doge
14/06/2019;31143;19.185;1396;367923534;54.491;82035;194;0.039;doge
15/06/2019;31220;18.653;2142;373561237;54.446;65478;196;0.0446;doge
16/06/2019;28630;18.372;2581;384344381;54.297;99014;224;0.0425;doge
17/06/2019;28229;19.873;3143;384538585;54.184;62694;254;0.0389;doge
18/06/2019;27801;20.075;2525;378919687;54.151;82294;271;0.0451;doge
19/06/2019;27535;14.94;2531;373832759;54.099;76989;234;0.04;doge
20/06/2019;28905;18.908;1846;375188915;54.052;95407;215;0.0442;doge
21/06/2019;27677;25.314;2391;378267245;53.912;63885;283;0.0466;doge
22/06/2019;29448;28.849;4136;396163744;53.85;86204;283;0.0573;doge
23/06/2019;29472;29.979;1966;398350557;53.948;74644;233;0.0441;doge
24/06/2019;36591;3.652;2740;399162082;53.85;73317;195;0.0513;doge
25/06/2019;27287;22.016;4109;401819805;53.839;68730;177;0.0521;doge
26/06/2019;29725;22.933;5220;401452639;53.989;66044;263;0.0575;doge
27/06/2019;29516;26.784;3840;392019618;54.034;70292;235;0.0493;doge
28/06/2019;36428;40.881;5215;410408877;53.905;104563;262;0.0534;doge
29/06/2019;32121;30.267;1723;401232189;54.009;72907;216;0.048;doge
30/06/2019;28171;23.752;1837;404208732;54.034;72182;251;0.0463;doge
01/07/2019;28640;17.113;3096;389926936;53.89;81606;386;0.0304;doge
02/07/2019;27921;20.617;2924;383447826;53.845;66624;404;0.0393;doge
03/07/2019;27373;23.08;2153;387133329;53.785;67074;382;0.0391;doge
04/07/2019;26626;25.071;2535;395353085;53.678;64819;407;0.0376;doge
05/07/2019;37834;60.311;16624;442527526;54.599;89315;1394;0.142;doge
06/07/2019;28219;36.739;11773;440210587;54.545;65865;1043;0.0945;doge
07/07/2019;27769;30.245;14292;425813418;54.511;70438;721;0.0575;doge
08/07/2019;29029;34.064;14561;426040504;54.434;96544;477;0.0531;doge
09/07/2019;27110;30.24;14304;423164418;54.367;78231;395;0.0459;doge
10/07/2019;30895;27.005;6729;421797125;54.392;102495;411;0.0512;doge
11/07/2019;27875;19.977;3321;392700655;54.657;72722;362;0.0428;doge
12/07/2019;26666;20.831;3249;399470789;54.642;84200;469;0.0401;doge
13/07/2019;25509;23.97;1949;392387756;54.689;60192;516;0.0311;doge
14/07/2019;28954;19.086;1975;379749362;54.635;73089;462;0.0393;doge
15/07/2019;26890;19.704;2646;364535798;54.632;70716;385;0.0353;doge
16/07/2019;25229;18.761;2184;364981597;54.635;61927;391;0.0397;doge
17/07/2019;25481;22.921;2648;347925515;54.53;82693;398;0.0358;doge
18/07/2019;26469;25.831;2561;361567184;54.663;64306;359;0.0396;doge
19/07/2019;24185;25.54;1813;371503847;54.658;57823;461;0.0303;doge
20/07/2019;26169;28.552;1477;377681636;54.647;55855;397;0.0312;doge
21/07/2019;28331;26.728;1017;374519098;54.702;93332;453;0.0305;doge
22/07/2019;27933;20.218;1091;373498310;54.707;58870;430;0.0298;doge
23/07/2019;27059;26.21;1070;350684993;54.676;74269;434;0.0323;doge
24/07/2019;26425;28.149;1535;339029182;54.603;70269;392;0.0283;doge
25/07/2019;26315;25.554;1286;352782402;54.561;74510;384;0.0306;doge
26/07/2019;29241;25.511;924.22;347367641;54.622;78907;402;0.0281;doge
27/07/2019;30772;19.928;1366;345559927;54.601;58277;356;0.0303;doge
28/07/2019;31118;22.699;1196;339755565;54.615;74217;356;0.028;doge
29/07/2019;31458;17.894;1143;339166840;54.639;64173;376;0.0315;doge
30/07/2019;37228;13.107;837.835;337686438;54.66;62235;348;0.0309;doge
31/07/2019;36697;12.386;1338;341219725;54.634;81520;391;0.0304;doge
01/08/2019;34847;17.441;933.506;344752328;54.638;62075;356;0.0284;doge
02/08/2019;32780;23.475;850.397;350247789;54.583;74732;317;0.0308;doge
03/08/2019;32988;20.256;796.123;352340057;54.667;59760;353;0.0317;doge
04/08/2019;33874;20.319;1351;350094646;54.603;82590;330;0.0281;doge
05/08/2019;31894;26.97;1364;367641229;54.576;63737;341;0.0364;doge
06/08/2019;35834;25.234;1556;360969901;54.764;86000;352;0.0307;doge
07/08/2019;35269;21.195;1412;354987937;54.855;83008;350;0.0316;doge
08/08/2019;35160;27.646;1354;351974917;54.852;76754;336;0.0324;doge
09/08/2019;31374;23.357;1589;348823499;54.899;59128;323;0.0285;doge
10/08/2019;37830;18.987;803.428;346934941;54.948;68377;323;0.0294;doge
11/08/2019;30791;26.212;1146;351203083;55.184;66849;331;0.0294;doge
12/08/2019;30689;17.531;826.455;348551055;55.192;55756;351;0.0285;doge
13/08/2019;32662;18.167;826.122;345703901;55.197;59763;359;0.0326;doge
14/08/2019;38785;14.32;765.583;339623908;55.24;63159;386;0.0302;doge
15/08/2019;29015;23.33;992.915;320286484;55.233;57055;432;0.0326;doge
16/08/2019;23230;22.443;995.781;319384642;55.194;52279;347;0.0317;doge
17/08/2019;27941;27.916;726.404;323758788;55.159;68696;395;0.0267;doge
18/08/2019;26135;26.899;1162;324753039;55.275;65774;343;0.0295;doge
19/08/2019;26069;25.223;1280;337068801;55.258;59062;322;0.0269;doge
20/08/2019;25739;25.644;915.42;334836822;55.235;47116;257;0.0277;doge
21/08/2019;25335;26.837;1193;324358023;55.192;45536;255;0.0296;doge
22/08/2019;23244;28.529;1135;325275379;55.184;39066;348;0.0292;doge
23/08/2019;25715;32.602;1023;330203158;55.167;39947;405;0.0214;doge
24/08/2019;22888;26.845;1023;324061608;55.172;38885;279;0.0254;doge
25/08/2019;21725;29.022;1244;349348888;55.114;35727;264;0.0313;doge
26/08/2019;21746;26.924;848.172;325322545;55.125;35020;303;0.0265;doge
27/08/2019;24758;25.449;1055;323920001;55.385;44727;318;0.0279;doge
28/08/2019;23881;29.358;837.711;317579299;55.374;40000;315;0.0266;doge
29/08/2019;23387;30.133;1178;297120871;55.176;42575;257;0.0288;doge
30/08/2019;24465;25.03;1336;298911692;55.204;63418;288;0.0243;doge
31/08/2019;26788;25.925;744.413;312998993;55.193;102502;267;0.0286;doge
01/09/2019;23053;20.197;793.447;305464424;55.243;42633;271;0.0286;doge
02/09/2019;21374;21.096;1181;306946543;55.239;38091;284;0.0299;doge
03/09/2019;25627;21.469;1235;316139251;55.194;38514;258;0.0257;doge
04/09/2019;25236;18.645;828.219;322386357;55.253;36722;278;0.0262;doge
05/09/2019;27646;20.299;1099;319599853;55.22;56051;283;0.0267;doge
06/09/2019;25998;15.457;637.667;308711006;55.23;37996;259;0.028;doge
07/09/2019;25424;14.756;517.208;307952332;55.242;38888;260;0.027;doge
08/09/2019;27136;13.799;555.184;308887697;55.279;38744;290;0.0219;doge
09/09/2019;25972;15.14;910.297;303257273;55.317;37982;268;0.0309;doge
10/09/2019;24758;11.773;550.072;301648248;55.295;37124;428;0.0247;doge
11/09/2019;25212;12.292;792.641;296638343;55.309;39056;328;0.0248;doge
12/09/2019;25087;10.954;693.724;294263872;55.31;39093;421;0.026;doge
13/09/2019;24807;14.101;565.796;297678574;55.321;39270;349;0.0233;doge
14/09/2019;25379;22.168;417.966;298522159;55.307;39107;270;0.025;doge
15/09/2019;24893;22.534;828.919;301480651;55.263;39980;353;0.0257;doge
16/09/2019;26998;18.698;977.041;302147975;55.26;63237;303;0.0257;doge
17/09/2019;25585;17.778;941.778;303554029;55.241;40218;503;0.0279;doge
18/09/2019;27606;20.267;1596;329253712;55.649;122940;485;0.0302;doge
19/09/2019;25387;18.824;795.522;323839132;55.625;61125;417;0.0294;doge
20/09/2019;29150;19.558;731.847;328262725;55.643;57506;373;0.0257;doge
21/09/2019;26839;23.491;1091;320451968;55.547;43279;351;0.0238;doge
22/09/2019;25562;16.987;680.718;318479489;55.581;49518;344;0.0261;doge
23/09/2019;27258;21.467;1199;313998785;55.564;41972;244;0.0226;doge
24/09/2019;27118;22.071;990.656;297483712;55.584;40969;267;0.0258;doge
25/09/2019;29332;18.061;932.045;269467583;55.575;41649;228;0.0268;doge
26/09/2019;30877;18.734;840.007;268788294;55.611;41541;244;0.0265;doge
27/09/2019;30923;18.887;606.909;267157210;55.662;41841;223;0.026;doge
28/09/2019;31856;18.298;415.527;286245722;55.662;43545;295;0.0255;doge
29/09/2019;30036;19.324;792.364;276344929;55.7;69980;433;0.0253;doge
30/09/2019;29239;19.254;1254;281397063;56.113;43486;311;0.0229;doge
01/10/2019;24888;13.489;672.082;297786155;56.04;43087;247;0.0258;doge
02/10/2019;23948;13.895;1244;288356456;56.057;50707;199;0.0247;doge
03/10/2019;24784;17.084;590.115;293954563;56.062;40633;242;0.0272;doge
04/10/2019;26526;11.805;456.172;286753300;55.987;38121;304;0.0263;doge
